Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"The Supreme Court (SC) declared that in resolving cases on the anti-terrorism law, the judicial rules must be “responsive to the need of protecting individual fundamental freedoms while allowing the State effective law enforcement for the protection of the public.”","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,False
Pimentel seeks Senate probe into delayed release of national IDs,2. Capacity and Resources,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",False
Senate Minority Leader Aquilino “Koko” Pimentel III has filed a resolution seeking to investigate why there is a delay in the issuance of the national identification cards (national ID) by the Philippine Statistics Authority (PSA).,2. Capacity and Resources,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",False
LPA in Mindanao could become a tropical depression — PAGASA,10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"The low pressure area (LPA) over Misamis Oriental may  a tropical depression within 48 hours, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said on Wednesday, May 3.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
Tulfo announces probe on power generation firms' 'greedy' practices ​,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Senator Raffy Tulfo deplored the sky-high charges of energy  (gencos) despite the drop in prices of coal in the global price index.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",1. Economic,"7. Law and Order, Crime and Justice"
Rodriguez calls China a 'frenemy'; says even Digong got fed up,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"China isn't the Philippines' friend, but rather its frenemy.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Malay cops go green with the use of 6 e-trikes in Boracay police patrol,2. Capacity and Resources,10. Quality of Life,10. Quality of Life,10. Quality of Life
The police force in Malay town has started shifting green in the use of its patrol vehicles in the world-renowned tourist spot Boracay Island in Aklan.,2. Capacity and Resources,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Senate bill seeks automatic refund for telco, ISP service interruptions",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
A bill seeking   (Telcos) and internet service providers (ISPs) to provide automatic refund to subscribers who experience service interruptions has been filed in the Senate.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Poe seeks probe, long-term solutions to Panay Island brownouts",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation
Senator Grace Poe has sought a Senate investigation into the power interruption plaguing Panay Island for years to identify measures that would ensure continuous supply to consumers.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation
"US solar firm seeks PH expansion: $900M investment, 3k jobs",2. Capacity and Resources,2. Capacity and Resources,1. Economic,2. Capacity and Resources
"United States (US)-based solar energy firm Maxeon plans to make a $900 million solar energy investment in the Philippines that would create an estimated 3,000 jobs.",2. Capacity and Resources,2. Capacity and Resources,1. Economic,2. Capacity and Resources
Poe faults MIAA for power outages,10. Quality of Life,13. Political,10. Quality of Life,10. Quality of Life
"Senator Grace Poe on Wednesday, May 3, faulted the Manila International Airport Authority (MIAA) for the power outage problems at the country’s major gateway.",10. Quality of Life,13. Political,10. Quality of Life,10. Quality of Life
Mimaropa cops donate over P1.2M cash to oil spill-affected families in Or Mindoro town,10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
"The Police Regional Office 4B has donated more than P1.2 million cash to poor families affected by the oil spill in Pola, Oriental Mindoro.",10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
This House leader calls for 'complete check-up' of NAIA,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
"House Deputy Speaker and Batangas 6th district Rep. Ralph Recto is pushing for a ""complete check-up"" of the Ninoy Aquino International Airport (NAIA), the country’s main gateway.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
BIR exempts various service transactions from VAT to encourage foreign investors,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,1. Economic,6. Policy Prescription and Evaluation
"Bureau of Internal Revenue (BIR) Commissioner Romeo D. Lumagui, Jr. has issued new guidelines amending certain provisions of existing revenue issuances pertaining to value-added tax (VAT) zero-rated transaction.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
BI nabs American wanted for alleged financial fraud,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
The Bureau of Immigration (BI) reported the arrest in Palawan of a 44-year old American allegedly wanted by the US Federal Bureau of Investigation (FBI) for racketeering and financial fraud.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
DPWH warns vs illegal solicitations,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Department of Public Works and Highways (DPWH) warned its personnel, contractors, suppliers and other clients with legitimate business transactions in the department never to fall prey to unscrupulous groups using the names of its officials to solicit funds supposedly for worthy projects or any unknown purposes.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"US firms set to hire 75,000 Pinoy seafarers",14. External Regulation and Reputation,10. Quality of Life,2. Capacity and Resources,False
"WASHINGTON, D.C.— American firms are set to hire some 75,000 Filipino seafarers in the next three to four years.",14. External Regulation and Reputation,10. Quality of Life,2. Capacity and Resources,False
"Vaccine maker, BPO firm mull PH expansion",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"WASHINGTON, D.C.—Two leading  have told President Ferdinand ""Bongbong"" Marcos Jr. they intend to build facilities in the Philippines, bringing more jobs to Filipinos.",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Marcos keen on nuclear fuel technology use vs PH power crisis,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"Amid the country’s power crisis, President Ferdinand “Bongbong” Marcos Jr. is eyeing “cutting-edge” micro nuclear fuel technology developed by a United States-based firm that brings safe, clean, and cost-effective electricity to consumers.",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"China must respect int'l law, arbitral ruling to minimize incidents in SCS --- US official",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
