Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"The Department of Social Welfare and Development (DSWD) provided food assistance to former rebels affiliated with the Communist Party of the Philippines (CPP), National People’s Army (NPA), and National Democratic Front (NDFP) from different urban  in Metro Manila and nearby provinces on April 22.",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Divine Mercy congress held,10. Quality of Life,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life
"More than 2,000 devotees attended the recent two-day Luzon Divine Mercy Congress in Malolos, Bulacan.",13. Political,6. Policy Prescription and Evaluation,10. Quality of Life,False
Cong Vargas earns bragging rights in terms of bills passed,13. Political,13. Political,13. Political,13. Political
Neophyte solon Quezon 5th district Rep. PM Vargas has earned something brag about over his fellow congressmen in the 19th Congress.,13. Political,13. Political,13. Political,13. Political
"Expect partly cloudy weather, isolated rain showers over most of PH — PAGASA",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"The Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said on Sunday, April 23 that the country will continue to experience partly cloudy to cloudy weather with isolated rain showers or thunderstorms in the next 24 hours.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
Alagang Tingog Centers' continue to mushroom up in Davao del Norte,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"A total of five Alagang Tingog Centers (ATC) have been opened in Davao del Norte in just a matter of days, Tingog Party-list has reported.",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Marcos: Gov't preparing contingencies to ensure safety of 300 Pinoys in Sudan,9. Health and Safety,9. Health and Safety,8. Security and Defense,9. Health and Safety
"President Ferdinand ""Bongbong"" Marcos Jr. assured the public that the government was doing everything to ensure the safety of 300 Filipinos trapped amid the clashes in Sudan.",9. Health and Safety,9. Health and Safety,8. Security and Defense,9. Health and Safety
"PBBM hosts Palace concert for soldiers, families",13. Political,13. Political,15. Other,13. Political
"President Ferdinand R. Marcos Jr. treated members of the Armed Forces of the Philippines (AFP) and their families to an evening of memorable performances from the country's best and  artists as he hosted his first 'Konsyerto sa Palasyo' at the Malacañang Palace Grounds on Saturday, April 22.",13. Political,13. Political,15. Other,13. Political
"No jackpot winners for Grand, 6/42 Lotto in April 22 evening draw",15. Other,15. Other,15. Other,15. Other
"There were no jackpot winners for Grand Lotto 6/55 and Lotto 6/42 in the evening draw of the Philippine Charity Sweepstakes Office (PCSO) on  Saturday, April 22.",15. Other,15. Other,15. Other,15. Other
DOST unveils plant-based water treatment facility in Subic,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
The Department of Science and Technology (DOST) recently inaugurated a “plant-based water” treatment facility in Subic  that can further help improve the water quality in the area.,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"Appear in Senate if you have the 'balls', Dela Rosa tells Teves",13. Political,13. Political,13. Political,13. Political
"Senator Ronald ‘’Bato’’ dela Rosa on Saturday, April 22, urged Negros Oriental 3rd district Rep. Arnolfo Teves Jr. to testify before his Senate Public Order and Dangerous Drugs Committee. That is, if he has the ""balls"" to appear in person.",13. Political,13. Political,13. Political,13. Political
Lifesaver' of poor Pinoys: Angara wants AICS program to become law,2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Citing the successes of the Assistance to Individuals in Crisis Situation (AICS) of the Department of Social Welfare and Development (DSWD), Senator Juan Edgardo ‘’Sonny’’ Angara is calling for the institutionalization of the program that has helped poor Filipinos when they need it the most.",2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Para kang nakabaril ng elepante': Teves says he and Bantag are being eyed by gov't as 'trophies',13. Political,13. Political,3. Morality,13. Political
"Negros Oriental 3rd district Rep. Arnolfo ""Arnie"" Teves thinks that the government wants to claim him and former Bureau of Corrections (Bucor) director general Gerald Bantag as ""trophies"".",13. Political,13. Political,8. Security and Defense,13. Political
"PBBM: Meeting with Qin clarified 'misinterpreted' remarks between PH, China",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"President Ferdinand ""Bongbong"" Marcos Jr. said his meeting with Chinese Foreign Minister Qin Gang was very useful and productive as the two of them were able to iron out misinterpreted pronouncements between the Philippines and China.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Ex-DFA chief Albert del Rosario's remains arrive in Manila,13. Political,15. Other,15. Other,15. Other
"The remains of late and former Foreign Affairs chief Albert del Rosario arrived in the Philippines on Saturday, his family said.",13. Political,15. Other,15. Other,15. Other
Marcos tells Filipinos: Unite vs climate change,3. Morality,6. Policy Prescription and Evaluation,3. Morality,3. Morality
"President Ferdinand ""Bongbong"" Marcos Jr. asked Filipinos to take part in worldwide efforts to address the effects of climate change as he assured the public of his  to craft policies that  it.",3. Morality,6. Policy Prescription and Evaluation,3. Morality,3. Morality
"Schools may suspend classes, switch to distance learning during extreme climate conditions --- DepEd",9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
The Department of Education (DepEd) reiterated that schools are allowed to suspend or cancel the conduct of in-person classes due to unfavorable weather like extreme heat.,9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
OCD sends water filtration truck to oil-spill hit Oriental Mindoro,9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"A mobile water filtration truck was deployed by the Office of Civil Defense (OCD) to Oriental Mindoro on Saturday, April 22, to ensure that residents affected by the oil spill will have potable water.",9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Hypertension among Pinoys declined in 2018-2019,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The number of Filipino adults, ages 20 and above, diagnosed with hypertension declined from 2018 to  to the years 2013 to 2015 based on a study called ""Prevalence and Factors Associated with Hypertension among Filipino Adults in Different Survey Periods.""",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
PCG rescues 85 individuals from stranded ro-ro in Lanao del Norte,9. Health and Safety,9. Health and Safety,8. Security and Defense,9. Health and Safety
"Eighty-five persons onboard a roll on/roll off vessel that ran aground off Lanao del Norte have been rescued by the Philippine Coast Guard (PCG), the agency said on Friday, April 21.",9. Health and Safety,9. Health and Safety,8. Security and Defense,9. Health and Safety
Lagman thumbs down reopening of De lima case; here's why,13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
"Liberal Party (LP) President and Albay 1st district Rep. Edcel Lagman threw shade at the attempt of prosecutors to reopen the illegal drug case against his party-mate, former senator Leila de Lima.",13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
Balikatan: Black Hawks in air assault drill; ‘Patriot’ missile seen in action,8. Security and Defense,14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense
"The Philippine Army (PA) and United States Army Pacific (USARPAC) conducted an air assault planning exercise which highlighted their capability to operate the Black Hawk helicopter while the Patriot, an American missile defense system heavily used by Ukraine in resisting Russia’s invasion, was utilized in a separate exercise participated by the Philippine Air Force (PAF) as part of the ongoing Exercise Balikatan, the military reported on Saturday, April 22.",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
