Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"MANILA – The Department of Human Settlement and Urban Development (DHSUD) has issued a department circular granting authority to agency’s partner local government units (LGUs) to execute and implement measures to bridge their respective housing gaps under the Pambansang Pabahay Para sa Pilipino Housing (4PH) program. DHSUD Department Circular 2023-004, in effect, empowers LGUs in addressing housing problems within the jurisdiction of their separate localities.",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Bill promotes innovative agri methods to strengthen food security,1. Economic,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
BOC-ESS seizes close to P1B worth of shipments in Q1,1. Economic,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
PHP1.2-B new equipment boosts PNP modernization efforts,1. Economic,2. Capacity and Resources,8. Security and Defense,False
"MANILA – Senator Francis ""Chiz"" Escudero urged the Office of Civil Defense (OCD) and the National Disaster Risk Reduction Management Council (NDRRMC) to simplify their process to ensure the prompt distribution of aids and save many lives.",10. Quality of Life,6. Policy Prescription and Evaluation,9. Health and Safety,False
Solon vows to intensify fight vs. illegal recruiters,8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
DBM elated as Maharlika bill reaches Senate plenary,6. Policy Prescription and Evaluation,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Rains continue over Luzon due to TD Amang,15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"CCC, French embassy to boost dev't cooperation on climate action",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Proper implementation key to building more evacuation centers,2. Capacity and Resources,6. Policy Prescription and Evaluation,9. Health and Safety,False
MANILA – The chief of the Criminal Investigation and Detection Group-National Capital Region (CIDG-NCR) and 12 other policemen were relieved from their posts over allegations of extortion on a group of Chinese businessmen in Parañaque City.,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – Philippine Army (PA) and US Army Pacific (USARPAC) troops conducted ""sling load exercises"" involving helicopters last March 27 as part of this year's ""Salaknib"" drills.",8. Security and Defense,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Strict law enforcement pushed to curb incidence of crimes,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Premature campaigning prohibited in 2023 BSKE - Comelec,13. Political,13. Political,13. Political,13. Political
"PH Red Cross backs DOH’s measles-rubella, polio vax campaigns",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA – House Deputy Speaker and Pampanga 3rd District Rep. Aurelio “Dong” Gonzales Jr. on Friday hailed the plans of NLEX Corporation, the operator of the North Luzon Expressway, to build a diamond-type interchange in the Mexico-San Fernando City section of the highway in his province.",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"MANILA – Australia and the Philippines’ engagements are expected to increase in 2023 and beyond as the two countries move to upgrade their partnership  to a strategic one, with focus on adapting to a rapidly changing security environment in the region.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
BI: Airport ops 'smooth' so far amid Holy Week exodus,2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
Q1 2023 nat'l quake drill set March 9: OCD,9. Health and Safety,8. Security and Defense,9. Health and Safety,9. Health and Safety
LRT-1 Cavite Extension Phase 1 on track for completion by Q4 2024,2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
Groups ask SC to halt SIM card registration,6. Policy Prescription and Evaluation,12. Public Opinion,5. Constitutionality and Jurisprudence,False
Public urged to join PH Veterans Week on April 5-12,15. Other,11. Cultural Identity,11. Cultural Identity,11. Cultural Identity
"MANILA – The Bureau of Fire Protection (BFP) declared a ""fire out"" on the burning ship off Punta Engaño, Lapu-Lapu City, Cebu early Saturday morning.",15. Other,8. Security and Defense,9. Health and Safety,False
CAAP confirms wreckage found in Isabela is RPC1174,15. Other,8. Security and Defense,15. Other,15. Other
Padilla to give more power to MTRCB,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation
NBI to probe murder of call center labor leader in Bacolod,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – President Ferdinand R. Marcos Jr. on Wednesday congratulated passers of the March 2023 MedTech Licensure Exam, urging them to join ongoing efforts to improve the Philippine healthcare system.",9. Health and Safety,3. Morality,9. Health and Safety,9. Health and Safety
Special PhilHealth privileges no longer in effect: Ledesma,9. Health and Safety,10. Quality of Life,4. Fairness and Equality,False
MANILA – House Senior Deputy Speaker and former President Gloria Macapagal-Arroyo led the filing of a resolution urging the House of Representatives to rally behind former President Rodrigo Duterte as the International Criminal Court (ICC) is set to reopen its investigation for alleged crimes against humanity.,5. Constitutionality and Jurisprudence,13. Political,13. Political,13. Political
TUCP optimistic PBBM-Biden meeting would translate to decent jobs,10. Quality of Life,13. Political,14. External Regulation and Reputation,False
"MANILA – The Department of Energy (DOE) reported Monday that the country saved 62.69 megawatts (MW) of energy from turning off the lights from 8:30 p.m. to 9:30 p.m., or the Earth Hour, last March 25.",15. Other,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Gatchalian: Maritime education must be improved,10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
MANILA – The National Disaster Risk Reduction and Management Council (NDRRMC) on Monday recognized the 82 members of the Philippine Inter-Agency Humanitarian Contingent (PIAHC) for their relief mission in Türkiye which was severely battered by a magnitude 7.8 earthquake a month ago.,14. External Regulation and Reputation,13. Political,9. Health and Safety,False
MANILA – President Ferdinand R. Marcos Jr. on Tuesday said he remains hopeful of the passage of a bill creating the Department of Water Resources (DWR).,6. Policy Prescription and Evaluation,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"MANILA – Pag-IBIG Fund disbursed PHP53.76 billion in cash loans, otherwise known as short-term loans, benefitting a record-high 2,612,491 members in 2022, agency officials reported Tuesday.",1. Economic,2. Capacity and Resources,1. Economic,1. Economic
MANILA – The Department of Health on Wednesday said the alert level system (ALS) is still under review by the Inter-Agency Task Force for Emerging Infectious Diseases (IATF).,9. Health and Safety,6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety
