Text,Policy Frame 1,Policy Frame 2,Policy Frame 3,Policy Frame 4,Policy Frame 5,Policy Frame 6,Policy Frame 7,Policy Frame 8,Policy Frame 9,Policy Frame 10,Policy Frame 11,Policy Frame 12,Policy Frame 13,Policy Frame 14,Policy Frame 15,Media_Outlet
More security guards ready to sue owners of security agency,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"TWELVE more security guards will file a case against the owners of Sarsalejo Security Agency Inc. in Barangay Ibabao, Mandaue City for allegedly not remitting their monthly Social Security System (SSS) contribution.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Capitol to formulate own protocol to combat ASF amid announcement that disease detected in 5 other LGUs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
"DESPITE the Bureau of Animal Industry’s (BAI) announcement that the African swine fever (ASF) was detected in five other localities in Cebu, the Cebu Provincial Government will proceed with formulating its own protocol  the disease in pigs.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"Newly installed PRO 7 chief vows to continue fight vs illegal gambling, drugs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
THE new police chief of Central Visayas vowed to continue the fight against illegal gambling and drugs.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Jealousy drives hubby to shoot wife in Compostela,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Police identify 2 suspects in fatal shooting of pizza vendor in Barangay Apas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"POLICE are still looking for two men suspected of killing a pizza vendor in Barangay Apas, Cebu City past 4 p. m. Sunday afternoon, March 19, 2023.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Intentional failure at inspection centers for private vehicles impossible — Vicoap,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"INTENTIONAL “failing” of inspection by Private Motor Vehicle Inspection Centers (PMVICs) is impossible, said an association of vehicle inspection center operators in a statement Monday, March 20, 2023.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"ASF detected in Cebu City, other areas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
THE Bureau of Animal Industry (BAI) confirmed that African Swine Fever (ASF) has been detected in other parts of Cebu.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
PRO-Davao urges public to validate videos being uploaded on social media,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
"POLICE Regional Office Davao Region (PRO-Davao) urged the public to validate videos uploaded involving peace and order on social media platforms to avoid causing panic in  “Dahil nga po sa advent ng social media na talagang some people just like to have viewers lang makakuha lang talaga ng views hindi na natin alam ‘yong totoo (due to the advent of social media that some of the people are just after the number of views),” PltCol.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
Group notes rising suicide cases in Davao City,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE Philippine Mental Health Association (PHMA) - Davao Chapter observed an increase in the number of suicide cases in Davao City from 2016 to 2022, with a similar trend observed across other provinces in the Davao Region.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Power interconnection project to benefit Mindanao grid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"THE recent energization of the P52 billion Mindanao-Visayas Interconnection Project (MVIP) will allow Mindanao-based power distributors access to additional power supply, an official from Mindanao Development Authority (MinDa) said.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
NGCP energizes Mindanao-Visayas Interconnection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
"THE National Grid Corporation of Philippines (NGCP) successfully energized the P52-billion Mindanao-Visayas Interconnection Project (MVIP), a landmark undertaking that will improve power stability and reliability across the country.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Lack of sex education among factors of teen pregnancy in Davao City,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"LACK of sex education is one of the factors of teenage pregnancy in Davao City, said the Davao City Health Office official (CHO).",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Davao City Health urges parents to have children vaccinated against HPV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
THE Davao City Health Office (CHO) urged parents to allow their children to be vaccinated against Human Papillomavirus (HPV) to prevent cancer-causing infections.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"Sea turtle nesting site found in Lizada, Toril",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"AN official from the Department of Environment and Natural Resources-Davao Region (DENR-Davao) said a certain part along the shoreline in Purok Lawis, Barangay Lizada, Toril District, Davao City may be a possible nesting and hatching site for turtles.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Rape cases in Davao drops; police urge public to help in prevention,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"DESPITE the decrease in rape cases in the entire region, Police Regional Office Davao Region (PRO-Davao) urged Dabawenyos to help them in protecting the children to prevent case occurrences.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
LTO-Davao to crack down on driver's licenses improperly processed or issued outside Davao,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
THE Land Transportation Office in Davao Region (LTO-Davao) aims to crack down on driver’s licenses that were illegally processed or improperly issued outside of the Davao Region.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Davao sports complex nearing completion,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"THE Davao City–University of the Philippines Sports Complex is now on its “polishing” stages before it will be opened to the public, a city official said.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
Group expresses concern over increasing child laborers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"AN advocacy group expressed their alarm over the increasing number of Filipino child laborers in the country, especially in Mindanao.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Nearly 200 structures atop dikes and under bridges demolished,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE Public Safety and Security Office-River Patrol Monitoring Team (RPMT) has demolished almost 200 illegal structures, an official said.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"Real estate group calls on gov’t to regulate illegal brokers, salespersons",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
AN official from a real estate group calls on the government to regulate and penalize illegal brokers and salespeople for selling illegal properties.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
250 hired on the spot during Labor Day job fair in Davao Region,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"A TOTAL of 250 applicants were hired on the spot (HOTS) from Davao City, Mati City, and Tagum City during the Labor Day job fair organized by the Department of Labor and Employment-Davao Region (Dole-Davao) in partnership with other local government agencies.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
DA-Davao steps up monitoring of agricultural sector after El Niño Alert,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
THE Department of Agriculture in Davao REgion (DA-Davao) will monitor the agricultural sector to mitigate the possible effects of El Niño in  months.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Davao City records first rabies death in 2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"DAVAO City records one death due to a rabies-infected animal bite, as confirmed by the City Health Office (CHO) on April 28.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Davao City Bulk Water Supply Project further delayed to September 2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"THE full operations of the Davao City Bulk Water Supply Project (DCBWSP) has been further delayed to September 2023, said Davao City Councilor Louie John Bonguyan.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Davao City looking looking for new tourist sites,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"THE City Government of Davao is looking for new tourist sites in a bid to boost the tourism industry in the city, a city councilor said.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Protesters stopped from marching along Ponciano St. due to lack of permit to protest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
PROGRESSIVE groups holding a protest on Labor Day were barred from marching along Ponciano Street after they were stopped by authorities due to not having a permit to protest in the area.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
Groups renew call for wage hike,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"“SWELDO itaas, bilihin ibaba!” Progressive groups cried as they marched along Roxas Avenue on Labor Day.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
Groups call on DavNor guv to respect Nordeco’s franchise coverage,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
"TAGUM CITY, Davao del Norte - A coalition that is against the proposed measure expanding the franchise coverage of the Davao Light and Power Company (Davao Light) to other parts of Davao del Norte serviced by North Davao Electric Cooperative (Nordeco), called on Davao del Norte Governor Edwin Jubahib to respect Nordeco's existing franchise.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
108 hired on the spot at Labor Day job fair in Davao City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"A TOTAL of 108 applicants were hired on the spot (HOTS) out of 1,084 applicants during the Department of Labor and Employment - Davao Region (Dole-Davao)’s Labor Day job fair in SM City Davao, May 1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Davao City looking into possibility of Davao-Osaka flights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"THE Davao City government is pushing for a Sennan City-Davao City direct flight, a city councilor said.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
Fire damage at Tibungco school estimated at P1-M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"AN official from Davao City Fire District recorded an estimated more than P1 million worth of damage after a fire razed a two-storey building at Francisco Bustamante National High School in Tibungco, Davao City, April 30.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Bulk water project’s contractor assures stricter safety processes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
"THE contractor of the Davao City Bulk Water Supply Project (DCBWSP) assured that it will implement stricter safety practices after four workers were trapped inside a pipeline, resulting in the death of one.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Promoting local dishes may empower communities,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sunstar
"DABAWENYOS can empower  by supporting traditional food and heirloom dishes, a high-ranking official from the Department of Tourism-Davao Region (DOT-Davao).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Talikala expresses concern over recent murders in Tagum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"A NON-governmental social organization official is alarmed by the recent incident of murder involving two young females the past week in Tagum City, Davao del Norte.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sunstar
Operations of cafe in cave suspended for violating RA9072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"THE owners and a manager of the “Secret Peak Buda Cafe” in Davao City are facing charges for violating Republic Act (RA) 9072, also known as the ""National Caves and Cave Resources Management and Protection Act,"" said the National Bureau of Investigation-Southeastern Mindanao Regional Office (NBI-Semro).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
DavNor police: No need to panic amid recent killings Tagum City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
DAVAO del Norte Police Provincial Office (DdNPPO) said that people in the province should not panic as the series of killings in Tagum City are isolated.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
Davao City Health Office records 5 maternal deaths in January 2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
THE City Health Office (CHO) expressed concern over the five maternal deaths recorded in Davao City for January 2023 alone.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Unplugged appliance seen as culprit of fire at Piapi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"AN unplugged appliance is being suspected as the cause of the fire that broke out around 9 a. m. Friday, April 28, 2023 at Blk.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Need to enhance Tagum’s security - Gov. Jubahib,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
DAVAO del Norte Governor Edwin Jubahib said there's a need to improve security measures in Tagum City due to the series of crime incidents in the city which causes fears among the residents.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
Another victim of rape suspect appears at NBI-Davao,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"ANOTHER victim of a rape suspect, who was identified as a  officer of the Philippine Coast Guard (PCG) Davao City, appeared at the office of the National Bureau of Investigation (NBI-Davao) Thursday morning, April 27, 2023.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunstar
"With limited vax, CHO to priotize kids due for OPV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sunstar
"THE Davao City Health Office (CHO) said on Friday, April 28 that they will prioritize the immunization of children due for the routine and default oral polio vaccine (OPV) because of limited supply.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
Positive outlook for tourism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
AN official from the National Economic and Development Authority-Davao Region (Neda-Davao) said they anticipate that it will be a good year for the tourism sector this year.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"Davao City signs sister-city agreement with Sennan City, Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Sunstar
"DAVAO City Mayor Sebastian Z. Duterte and Sennan City Mayor Yamamoto Yuma signed the Sister City Agreement between Davao and Sennan last April 25 at the Sora Rinku, Sennan Long Park, Osaka City, Japan.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sunstar
"Bidding starts for e-buses, diesel supply of HPBS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"BIDDING for the supply of diesel and procurement of electric buses for the Davao Public Transport Modernization Project (DPTMP) is set, the Department of Transportation (DOTr) said.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
Tesda-Davao proposes Central 911 to become training center,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"TECHNICAL Education And Skills Development Authority-Davao Region (Tesda-Davao) is looking into partnering with Davao City’s Central 911 to  the training center in Davao Region for emergency medical services training.“Gisugyot namo sa local government [unit] (LGU) of Davao tungod kay at present wala ta’y training institution nga ga-offer og emergency medical services diri sa Davao Region (We have proposed this to the LGU of Davao because, at present, we do not have a training institution in Davao Region that offers emergency medical services),” Adonis Culas, Principal Director, Davao City District Office, and Davao del Sur Tesda-Davao, said in an interview on Davao City Disaster Radio on April 27, 2023.“Nakita man namo nga duna’y capability ang LGU-Davao amo pud gihanyag nga ato nalang himoon training center (We saw that the LGU of Davao has the capability to train our enrollees and we proposed to them that they also  a training center),” he said.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunstar
CTTMO to take legal action on FB page hack,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sunstar
"DAVAO City Transport and Traffic Management Office (CTTMO) said they are ready to take legal action against their Facebook hacker.“Kung naa may kahigayunan nga naay ma-identify, it’s another move na pud namo, dili pud namo ni palampason kay mga kuyaw man gyud ni sila (If we will be able to identify the hacker we will not let them go easily),” Dionisio Abude, CTTMO head, said in an interview with SunStar Davao on April 27, 2023.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sunstar
Davao’s economy accelerates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
"The Davao Region's economy had now surpassed pre-pandemic levels, as it posted 8.1 percent economic growth in 2022 from 5.9 percent in 2021, an Philippine Statistics Authority - Davao Region (PSA-Davao) official said.“We are pleased to announce that the 2022 level had already surpassed the pre-pandemic level in 2019 by around P53.2 billion,” Randolph Anthony Gales, PSA-Davao regional director officer-in-charge, said during the News Conference on the 2022 Economic Performance of Davao Region at the Pinnacle Hotel and Suites Davao on Thursday, April 27, 2023.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
More relaxed ID reqs for SIM card reg eyed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"AS the 90-day extension starts today, April 27, the National  Commission - Davao Region (NTC-Davao) expects more relaxed requirements for those who want to register their SIM cards.“Usa ni sa gina-istoryahan [sa Department Of Information and Communications Technology (DICT), NTC regional office,  offices, and other offices]... sa 90-day period basin i-relax nato ang requirement sa ID (One of the plans being discussed during the 90-day period is to relax the ID requirement needed for SIM registration),” Nelson Cañete, NTC-Davao regional director, said during Wednesday’s Habi at Kape, April 26.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sunstar
NTC-Davao woes lack  of manpower for SIM reg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sunstar
"An official from the National  Commission - Davao Region (NTC-Davao) said their office lacks the necessary workforce to carry out other mandates, in conjunction with the ongoing campaign for SIM card registration.“Sa tinuod lang nabiyaan na gud namo ang among ubang trabaho, kay tungod pila ra man tawon mi ka workforce sa NTC (Some of our mandated tasks are being left out because of the limited number of our workforce at NTC),” Nelson Cañete, NTC-Davao regional director, said in an ambush interview on April 26.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunstar
